id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36154697,Descansa Disfruta con el mejor lugar para ti,265323640,Salvador,,Cuauhtémoc,19.4587,-99.13819,Private room,210,3,2,2020-03-06,0.09,7,179,0,
36155357,Cómodo departamento cerca del Aeropuerto,256463698,Marlene,,Venustiano Carranza,19.41931,-99.09982,Entire home/apt,569,1,61,2021-10-11,2.20,1,159,29,
36155475,Bonito y confortable departamento,271945020,Rubén,,Tlalpan,19.29907,-99.16373,Private room,264,2,0,,,1,88,0,
36170033,Brand New PH with Private Rooftop @ WTC ⭐️⭐️⭐️⭐️⭐️,53361285,Destination MX,,Benito Juárez,19.38706,-99.18082,Entire home/apt,1323,1,110,2021-07-25,3.88,32,351,48,
36172936,Habitación Cactus Azul en La Casa Azul - Sur CDMX,176547700,Luis Felipe,,La Magdalena Contreras,19.31188,-99.2255,Private room,450,1,15,2020-12-20,0.53,1,300,2,
36175919,Beaut1ful Minimalistic flat full of light and art.,49618611,Fernando,,Benito Juárez,19.37902,-99.17023,Entire home/apt,1090,2,51,2021-06-04,1.81,2,337,9,
36176945,"Polanco, Cama, Yoga, Barre, Spa, Meditación, Arte.",89706518,Mario,,Miguel Hidalgo,19.43598,-99.19045,Entire home/apt,680,2,21,2020-03-15,0.84,2,113,0,
36180549,Luxury bedroom,29945305,Ed,,Miguel Hidalgo,19.4307,-99.19454,Private room,900,1,6,2020-01-13,0.25,1,56,0,
36182772,"Casa Sola con Estacionamiento, en Colonia de Valle",140660084,Fernando,,Benito Juárez,19.38125,-99.17117,Entire home/apt,535,4,20,2019-12-16,0.71,1,316,7,
36183100,Moderno Cuarto Amueblado Escandon (condesa)0,66952805,Victor,,Cuauhtémoc,19.40762,-99.18164,Private room,540,1,7,2019-07-31,0.28,24,299,1,
36185347,Apartment near to Downtown Mexico City!,293476024,Lucero Celeste,,Azcapotzalco,19.46884,-99.15855,Entire home/apt,617,2,26,2021-10-05,0.93,4,72,20,
36201368,"Acabados de Lujo, recién remodelado, muy acogedor",272262927,Salvador,,Benito Juárez,19.39622,-99.18337,Entire home/apt,400,30,0,,,1,335,0,
36203752,Habitación Independiente en Pedregal de San Angel,266296425,Mario,,Álvaro Obregón,19.31337,-99.21168,Private room,599,5,1,2019-07-20,0.04,1,359,0,
36208137,"Depto ejecutivo, Parque Hundido",216651944,Silvita,,Cuauhtémoc,19.4039,-99.15857,Entire home/apt,736,3,37,2021-06-18,1.34,1,268,16,
36209830,Departamento cómodo con excelente ubicación,272339515,Elías Alberto,,Cuauhtémoc,19.45519,-99.13772,Entire home/apt,600,1,97,2021-02-15,3.45,1,144,8,
36226730,Departamento 602 Tlacopac,157413777,Karen & Ray!!,,Álvaro Obregón,19.34491,-99.21492,Entire home/apt,1800,5,2,2021-03-10,0.23,1,179,2,
36228851,Bonito Departamento a 5 min del aeropuerto,165114307,Alail,,Venustiano Carranza,19.44551,-99.08833,Entire home/apt,400,1,225,2021-09-08,8.06,8,334,109,
36235612,Relax my friend. Smart Tv & Cama matrimonial!!,12130503,Fernando,,Benito Juárez,19.39631,-99.17754,Private room,968,1,24,2021-09-25,0.88,22,357,16,
36237156,Amplia habitación a 10 min del Aeropuerto yForoSol,103321045,Veronica,,Iztacalco,19.40722,-99.07487,Private room,210,1,3,2019-10-07,0.24,1,114,1,
36237468,"Suite Normandie, en el corazón de la Condesa.",92734255,Maricruz,,Cuauhtémoc,19.41553,-99.17276,Entire home/apt,718,2,121,2021-10-14,4.34,1,322,53,
36240628,"New independent loft near Coyoacán, Metro&Downtown",236637186,Alejandra,,Coyoacán,19.35063,-99.14819,Entire home/apt,499,180,103,2020-09-06,3.64,1,268,0,
36241938,"Cozy Studio Loft. Seguridad, privacidad y práctico",65155381,Luis Leonel,,Cuauhtémoc,19.44062,-99.15123,Entire home/apt,392,1,137,2021-08-29,4.85,15,343,34,
36243611,Departamento boutique/ terraza /vistas panorámicas,76729934,José Carlos,,Álvaro Obregón,19.34184,-99.22264,Entire home/apt,2499,5,4,2021-05-31,0.15,3,359,2,
36267244,"Casa de la greca  ,cuarto verde",225406370,Ma Elena,,Coyoacán,19.35288,-99.16065,Private room,480,1,86,2021-10-24,3.42,2,349,45,
36268998,Tu casa frente al parque,15726199,Adriana,,Benito Juárez,19.37245,-99.15731,Entire home/apt,2200,1,0,,,1,270,0,
36270123,Lujoso Loft moderno Santa Fe vive en la naturaleza,143426903,Adrian,,Cuajimalpa de Morelos,19.35872,-99.28753,Entire home/apt,1200,1,2,2021-09-05,1.00,2,180,2,
36271283,Habitación con baño privado Céntrica Cdmx/English,40323474,GRiss,,Benito Juárez,19.36747,-99.14172,Private room,398,1,6,2020-02-28,0.29,1,179,0,
36272672,Experiencias Ollin,106856552,Atzin,,Gustavo A. Madero,19.45815,-99.06632,Private room,600,1,6,2020-02-06,0.21,2,365,0,
36272682,Lovely house w/ rooftop in the heart of Condesa,4338811,Axelle,,Cuauhtémoc,19.4121,-99.17954,Entire home/apt,1580,3,11,2021-08-18,0.40,2,0,3,
36273434,50 % off Luxuriously appointed 1BR Apt in Polanco,272800048,Carlos Eduardo,,Miguel Hidalgo,19.43831,-99.18848,Entire home/apt,1421,1,47,2021-07-04,1.75,1,349,28,
36276230,El depa Bonito,64463778,Adri,,Álvaro Obregón,19.37226,-99.26376,Entire home/apt,1530,2,4,2019-11-22,0.16,1,321,0,
36276240,Fantástica Habitación/Awesome room,272832772,Amanda,,Cuauhtémoc,19.41872,-99.16836,Private room,500,1,2,2019-09-16,0.07,1,240,0,
36276566,Beautiful Apartment in Mexico City Downtown,69418284,Ismael,,Cuauhtémoc,19.4329,-99.14346,Entire home/apt,779,1,113,2021-09-15,4.01,1,133,45,
36277320,Casa Parque España - 5 Recámaras/3 Baños,4868281,Paulina,,Cuauhtémoc,19.41444,-99.17281,Entire home/apt,3321,1,125,2021-10-16,4.58,1,287,52,
36278503,Lovely suite in  The  The heart of Coyoacán,50510816,Caroline,,Coyoacán,19.34633,-99.17264,Entire home/apt,545,30,0,,,2,360,0,
36278734,Bonito Studio muy cerca de la Diana Cazadora,66118369,Laura Y Sergio,,Cuauhtémoc,19.42174,-99.17232,Entire home/apt,724,1,38,2021-06-08,1.36,3,353,7,
36279102,Habitación Matrimonial en el Sur de CDMX,124271821,Juan Carlos,,Benito Juárez,19.35899,-99.14518,Private room,299,1,0,,,2,179,0,
36279589,Hermosas cabañas rústicas rumbo Ajusco,272851699,Carlos Arturo,,Tlalpan,19.23427,-99.1757,Entire home/apt,1800,1,4,2021-10-16,1.35,1,64,4,
36280055,"11 per 4bdr,4bth,8beds,super location,insurgentes,",272850665,Roberto,,Benito Juárez,19.36882,-99.18176,Entire home/apt,1890,3,4,2020-01-05,0.15,1,116,0,
36282631,Welcome to your apartment in Mexico City!,272887142,Ricardo,,Miguel Hidalgo,19.40336,-99.17571,Entire home/apt,729,6,29,2021-10-07,1.03,1,252,10,
36300052,Departamento elegante ycómodo a 5 d estadioAzteca,190833107,Ma.Guadalupe,,Tlalpan,19.29982,-99.11371,Entire home/apt,600,30,0,,,2,355,0,
36302538,Un cuatro minimalista Del Valle buena vista,273016096,Artur,,Benito Juárez,19.36866,-99.17577,Private room,400,2,1,2019-07-14,0.04,1,60,0,
36304426,Loft en el Centro Histórico de la CDMX,119507082,Noox,,Cuauhtémoc,19.43048,-99.14868,Private room,650,1,17,2020-12-20,0.68,10,328,3,
36304980,Hermosa Recamara Sur Df cerca del Tec y hospitales,29735586,Julieta,,Tlalpan,19.30044,-99.16309,Private room,500,1,9,2020-10-16,0.33,6,365,0,
36305728,"Modern Mexican House POLANCO, LARGE GROUPS",273039345,Leonor,,Miguel Hidalgo,19.43626,-99.19495,Entire home/apt,6055,3,20,2021-10-18,0.90,1,136,8,
36306091,Zen Loft dentro de casa con jardines Santa Fe,273041452,Rafael,,Cuajimalpa de Morelos,19.36707,-99.27678,Entire home/apt,444,30,2,2020-11-04,0.13,1,365,1,
36306246,Loft/Pent House in Roma Norte,18015070,Maria Del Pilar,,Cuauhtémoc,19.41205,-99.16216,Entire home/apt,585,4,68,2021-10-07,2.76,6,132,21,
36312423,Departamento en renta a 10 minutos de Santa Fe,107984916,Joaquim,,Cuajimalpa de Morelos,19.36511,-99.27794,Entire home/apt,1900,3,0,,,1,363,0,
36313624,Fabulous room inside an apartment in Polanco VM1,4647678,Caravansaro,,Miguel Hidalgo,19.43695,-99.20813,Private room,1199,1,33,2019-07-19,1.21,23,348,14,
36314595,"Beautiful and new apartment, excellent location!",18062894,Sara,,Cuauhtémoc,19.41951,-99.1462,Entire home/apt,1007,3,2,2021-10-15,2,1,164,2,
36314967,"¡Cómoda suite, excelente ubicación en la Condesa!",273109179,Selene,,Cuauhtémoc,19.41493,-99.16685,Hotel room,1745,1,0,,,1,89,0,
36315510,Cuarto en Polanco cerca de Citibanamex- Antara VM2,4647678,Caravansaro,,Miguel Hidalgo,19.43728,-99.20813,Private room,799,1,54,2019-10-15,1.93,23,358,7,
36315597,HOMi Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.3999,-99.1759,Entire home/apt,793,1,155,2021-08-09,5.54,109,326,56,
36316339,HOMi Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.40115,-99.17517,Entire home/apt,793,1,127,2021-07-20,4.58,109,357,31,
36316813,"Lindo, céntrico, confortable X Paseo de la Reforma",7633575,Héctor,,Cuauhtémoc,19.43337,-99.15048,Entire home/apt,686,1,9,2019-08-05,0.33,1,0,0,
36316905,Kiosko Morisko,266480822,Lucia,,Cuauhtémoc,19.45348,-99.15769,Private room,350,1,0,,,4,180,0,
36317014,Nice Room // ••Near Reforma Polanco Roma Condesa,1829314,Miguel Ángel,,Cuauhtémoc,19.42188,-99.17325,Private room,559,3,17,2019-12-22,0.61,3,358,1,
36317371,HOMi Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.40107,-99.17658,Entire home/apt,793,1,117,2021-08-17,4.18,109,341,42,
36318910,"Roma. Wi-Fi 150Mb. 2BA, 2BR. Near Hospitals",49904872,Pedro,,Cuauhtémoc,19.40197,-99.16549,Entire home/apt,1856,5,16,2020-01-05,0.57,4,38,0,
36320729,Familias grandes! Grandes momentos!,26531075,Fidias,,Benito Juárez,19.39166,-99.13383,Entire home/apt,1099,2,10,2020-01-06,0.39,6,344,0,
36320793,Amazing Apt. with the best location in the city,273039668,Santiago,,Miguel Hidalgo,19.42873,-99.19191,Entire home/apt,2193,5,8,2021-02-06,0.35,1,355,3,
36320877,Polanco Carso area designer apartment,45244264,Jorge,,Miguel Hidalgo,19.44586,-99.20217,Entire home/apt,1514,2,12,2021-04-20,0.45,4,161,6,
36333701,HOMi Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.40097,-99.17484,Entire home/apt,793,1,106,2021-03-27,3.79,109,353,32,
36334287,HOMi Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.39996,-99.17699,Entire home/apt,793,1,118,2020-11-11,4.24,109,344,32,
36334521,HOMi Perfect Loft great Location,91265490,HOMi,,Miguel Hidalgo,19.39903,-99.1763,Entire home/apt,793,1,158,2021-08-09,5.65,109,354,48,
36341579,ESPLÉNDIDA CASA CON CUARTO PRIVADO ZONA MUY SEGURA,12756313,Jorge,,Álvaro Obregón,19.3363,-99.19566,Private room,290,3,25,2020-02-09,0.91,3,364,12,
36343677,DEPTO A 200 MTS DEL BOSQUE SAN BERNABE OCOTEPEC,213430675,Ricardo,,La Magdalena Contreras,19.30257,-99.27195,Private room,900,2,0,,,1,365,0,
36346122,"Habitacion No. 1, Las Almendras",64783258,Isadora,,Álvaro Obregón,19.3713,-99.21423,Private room,375,1,0,,,2,365,0,
36346602,Mi habitación te recibe con calidez y mucho gusto,272532657,Rebeca,,Benito Juárez,19.3913,-99.13424,Private room,400,1,1,2019-07-29,0.04,1,179,0,
36347660,"Apartamento en Polanco, cerca de Hospital Español",67744437,Maria Adela,,Miguel Hidalgo,19.43523,-99.19427,Entire home/apt,1500,4,0,,,2,3,0,
36349992,Moderno Cuarto Amueblado Escandon (condesa)1,66952805,Victor,,Miguel Hidalgo,19.40573,-99.18339,Private room,600,1,7,2020-04-14,0.25,24,299,0,
36350063,Vive la experiencia de una Tiny House en La Roma!,59823795,Araceli,,Cuauhtémoc,19.4192,-99.16566,Entire home/apt,801,2,42,2021-09-24,1.52,1,74,18,
36350455,High-End Balconied Apt in Roma Norte / Condesa,114564195,Fernando,,Cuauhtémoc,19.42171,-99.16618,Entire home/apt,2278,1,10,2021-09-30,3.95,8,316,10,
36350458,High-End Balconied Apartment in Exclusive Roma Norte/Condesa,114564195,Fernando,,Cuauhtémoc,19.4196,-99.16484,Entire home/apt,4931,1,76,2021-10-21,3.12,8,299,41,
36354605,Pedregal de Coyoacán Privanza,273391912,Gabriela,,Coyoacán,19.33805,-99.16213,Private room,600,3,0,,,1,180,0,
36361591,PH Latitud Polanco- 1cuarto -1 baño,258273435,Lauren,,Miguel Hidalgo,19.43917,-99.18961,Entire home/apt,2500,2,1,2019-07-23,0.04,1,55,0,
36363769,Cuarto privado en la Condesa esquina Parque Mexico,80076939,Gabriela,,Cuauhtémoc,19.41325,-99.16607,Private room,450,2,0,,,1,141,0,
36377833,Habitación con terraza en edificio Art Déco,11296062,Adolfo,,Cuauhtémoc,19.42872,-99.1736,Hotel room,650,1,15,2019-07-09,0.53,2,365,0,
36383327,Recámara ejecutiva cerca del WTC,255436995,Rosa,,Benito Juárez,19.39533,-99.17772,Private room,599,2,3,2021-10-01,0.15,1,358,1,
36385069,Pensión-Casa-Martha,268330697,Martha,,Xochimilco,19.26922,-99.14356,Private room,250,1,0,,,1,322,0,
36386190,"Bonito departamento , céntrico, en ""Punto DF""",99796332,Alberto,,Cuauhtémoc,19.4478,-99.13876,Entire home/apt,650,2,4,2021-10-10,0.14,1,161,1,
36387099,Acogedor y luminoso depa en La Roma,23382111,Gerardo,,Cuauhtémoc,19.41897,-99.16259,Entire home/apt,980,1,14,2021-08-01,0.54,12,322,2,
36387250,Gran departamento...santa fe - Cosmocrat,16143855,Poncho,,Álvaro Obregón,19.37839,-99.25409,Entire home/apt,1500,1,14,2020-07-19,0.58,1,338,0,
36391613,Departamento completo Coapa CDMX,106653524,Christopher,,Tlalpan,19.29929,-99.11727,Entire home/apt,978,2,13,2021-10-19,1.25,3,173,13,
36391646,Hermosa casa en medio de la ciudad.,22386656,Ana,,Benito Juárez,19.37629,-99.1593,Entire home/apt,950,3,19,2020-12-01,0.73,1,53,6,
36391804,Rento bonita habitación en zona de Coyoacán,274375496,Sonia,,Coyoacán,19.33661,-99.12282,Private room,250,30,16,2020-08-22,0.60,2,321,7,
36392853,"Great Bedroom, Downtown, Mexico City.",109032610,Cinthya,,Cuauhtémoc,19.43986,-99.14626,Shared room,400,3,1,2019-10-27,0.04,1,89,0,
36394233,Habitación con baño privado,1809368,Flor,,Coyoacán,19.34456,-99.12493,Private room,211,7,0,,,5,178,0,
36395891,墨西哥城华人家庭旅馆,273673852,Gabriel,,Benito Juárez,19.398,-99.16796,Private room,791,1,0,,,1,89,0,
36411386,Casa Zafiro - Colorful Flat in Core of Polanco,7508019,Alina,,Miguel Hidalgo,19.43098,-99.201,Entire home/apt,2324,1,105,2021-10-04,3.87,5,340,43,
36411959,Lugar Céntrico en Zona Exclusiva,29541353,Jimena,,Álvaro Obregón,19.36028,-99.17593,Private room,800,1,1,2019-11-17,0.04,2,89,0,
36414802,Renta de recamara solo estudiantes,189251127,Luz,,Álvaro Obregón,19.35836,-99.2549,Entire home/apt,500,30,0,,,2,365,0,
36416396,"Comfy room, safe, computer, games and netflix!",273800884,Jonathan,,Iztapalapa,19.37393,-99.11778,Private room,210,1,16,2021-10-05,0.69,1,177,5,
36417593,Private room No 2 | Casa Ganges | Mexico City,130935397,Casa Ganges,,Cuauhtémoc,19.42893,-99.17269,Private room,493,1,74,2020-02-01,2.68,7,357,8,
36417629,"Casa compartida, acogedora y bien ubicada",273387799,Alejandra,,Álvaro Obregón,19.35808,-99.25466,Shared room,350,1,4,2020-02-23,0.15,1,179,0,
36421152,House col roma,64059986,Eva Polette,,Cuauhtémoc,19.41261,-99.15744,Entire home/apt,4729,2,4,2020-02-17,0.17,13,325,0,
36422535,Céntrico y práctico Departamento en CDMX,31583631,Rodrigo,,Miguel Hidalgo,19.44619,-99.18058,Entire home/apt,1000,2,24,2019-08-25,0.85,3,357,3,
36422550,Beautiful Independant Studio in the heart of Roma,273848979,Itzel,,Cuauhtémoc,19.41588,-99.15376,Entire home/apt,636,5,30,2021-10-03,1.11,1,123,12,
36423087,IncredibleApt2full of light vanguard architecture,49618611,Fernando,,Benito Juárez,19.38065,-99.17194,Entire home/apt,887,2,14,2019-07-18,0.50,2,356,2,
36423534,PREMIUM  ROOM NEAR WTC,146908093,Nelly,,Miguel Hidalgo,19.39907,-99.17842,Private room,600,30,0,,,1,365,0,
36424018,HOMi Beautiful Design Duplex perfect Location,91265490,HOMi,,Cuauhtémoc,19.43294,-99.16757,Entire home/apt,1586,1,141,2021-07-16,5.05,109,290,49,
36425145,"WELL APPOINTED APARTMENT  IN CLASSIC ""ROMA"" AREA",6388878,Patricia,,Cuauhtémoc,19.4067,-99.15982,Entire home/apt,490,7,7,2021-09-15,0.27,1,111,2,
36427167,Casai Luxury 1br Condo with Balcony in Polanco,236301634,Rosalia Dawn,,Miguel Hidalgo,19.42922,-99.19172,Entire home/apt,2192,1,74,2021-10-08,2.64,78,157,16,
36428181,Departamento boutique/ terraza/ vistas panorámicas,76729934,José Carlos,,Álvaro Obregón,19.34295,-99.22087,Private room,1500,5,0,,,3,359,0,
36429246,Moderno Departamento Colonial al Sur de la CDMX.,179892673,Alinne,,Xochimilco,19.27053,-99.1351,Entire home/apt,800,2,3,2021-02-25,0.11,1,299,1,
36432366,New Casa Donceles apt 1❤️for couples or Executives,129656958,Alfonso,,Cuauhtémoc,19.43675,-99.13844,Entire home/apt,1814,1,0,,,3,155,0,
36440006,"Casa Selva In La Condesa: Fresh, Cool & Cozy",243035087,Raul,,Miguel Hidalgo,19.40025,-99.17744,Entire home/apt,1200,3,16,2021-06-20,0.58,7,343,10,
36443095,Habitación independiente cerca de Reforma.,131087591,Julian,,Cuauhtémoc,19.42929,-99.1696,Entire home/apt,236,2,38,2021-10-07,1.38,4,34,13,
36444650,Cozy room in Condesa,272322558,Maru,,Cuauhtémoc,19.41525,-99.16778,Private room,1000,1,0,,,2,364,0,
36445921,Mi casa es tu casa,274020409,America,,Tláhuac,19.2901,-99.05432,Private room,280,1,0,,,1,89,0,
36450243,NUEVO Studio Centro historico,23714482,Carolina,,Cuauhtémoc,19.43375,-99.14169,Entire home/apt,757,1,42,2021-09-22,1.51,1,354,10,
36450912,Acogedora habitación en la Roma Norte CDMX,274063806,Elena,,Cuauhtémoc,19.42025,-99.17381,Private room,507,2,18,2021-05-30,0.65,2,129,1,
36451074,"Lindo Departamento al Sur, Zona Hospitales,UIC,UVM",181652382,Dulce,,Tlalpan,19.2693,-99.17443,Entire home/apt,496,3,18,2019-12-26,0.74,9,83,10,
36451920,Recamara para estudiantes muy comoda para 2,274073483,Elena,,Álvaro Obregón,19.35835,-99.25707,Entire home/apt,437,7,0,,,1,364,0,
36452028,Impecable departamento sobre Prol. Reforma,90157143,Edgar,,Álvaro Obregón,19.37582,-99.25947,Private room,1850,5,1,2020-11-12,0.09,1,179,1,
36453520,Cozy apartment in Roma Sur/Acogedor cuarto privado,88939428,Zara,,Cuauhtémoc,19.40735,-99.16042,Private room,375,2,25,2020-08-13,0.91,3,179,0,
36457510,Florida San Angel Coyoacan   Zona segura Mexico,29541353,Jimena,,Álvaro Obregón,19.36177,-99.17575,Entire home/apt,800,1,6,2020-03-15,0.22,2,89,0,
36470459,Moon Room - Cosy  | Private Room in ROMA NORTE,239152921,José,,Cuauhtémoc,19.41885,-99.16099,Private room,518,3,42,2021-10-10,1.51,2,307,16,
36474485,"MonoAmbiente PH con terraza, en la Jardín Balbuena",61847182,Jorge Adrian,,Venustiano Carranza,19.4214,-99.1077,Entire home/apt,400,8,7,2021-03-13,0.29,2,319,2,
36484922,"Cómodo Loft1,zona de Hospitales,CU,UIC,UVM, Salle",181652382,Dulce,,Tlalpan,19.27472,-99.1707,Entire home/apt,323,3,11,2021-09-05,0.40,9,157,3,
36486474,Loft condesa great view| located,1119202,Anuar,,Cuauhtémoc,19.40556,-99.17121,Entire home/apt,1556,3,20,2021-04-12,0.72,1,309,3,
36486929,"Nuevo, precioso y acogedor departamento en CDMX",270844261,Alex,,Benito Juárez,19.37514,-99.13875,Entire home/apt,790,2,9,2019-11-01,0.33,1,55,0,
36488167,L1.Casa Celia Aragón Estudio Cnf. cerca del centro,171894446,Alejandra,,Benito Juárez,19.40127,-99.13909,Entire home/apt,300,3,6,2021-08-27,0.22,16,255,3,
36488912,★ Business District |♛Size Bed |Netflix ❤ |Parking,135894880,Hector & María Luisa,,Cuajimalpa de Morelos,19.366602,-99.271835,Entire home/apt,961,2,26,2019-11-02,0.93,11,355,14,
36506780,Modern & Cozy Apartment in Condesa,24983778,Paola,,Cuauhtémoc,19.4119,-99.18038,Entire home/apt,864,7,31,2021-10-01,1.16,2,346,4,
36513637,Recamara en bonita  casa en excelente ubicacion,252650917,Fernando,,Benito Juárez,19.39751,-99.147,Private room,210,1,0,,,2,365,0,
36516259,A Peaceful Nice and Cozy Flat in perfect location,7242222,Vicky Y Pablo,,Miguel Hidalgo,19.40346,-99.1836,Entire home/apt,754,2,41,2021-08-30,1.68,3,253,19,
36516615,Habitación Casa frente al metrobús ZONA HOSPITALES,237814016,Federica,,Tlalpan,19.29243,-99.17778,Private room,420,7,2,2020-02-29,0.09,2,331,0,
36517385,Pequeña Suite privada y segura excelente ubicación,127436518,Luis Xavier,,Cuauhtémoc,19.40434,-99.16463,Entire home/apt,250,2,33,2020-11-29,1.19,5,203,12,
36521228,"Condesa Roma beautiful apt,  the best location",53879971,Irene,,Cuauhtémoc,19.41176,-99.16514,Entire home/apt,807,3,3,2021-09-15,0.11,2,340,1,
36522449,"Siéntete en casa, calidez, honradez y servicio",274549187,Jaime,,Iztacalco,19.41534,-99.07086,Private room,350,1,3,2020-03-01,0.11,1,360,0,
36523639,Depto a sus órdenes !!!! Muy céntrico,274593930,Leobardo,,Iztapalapa,19.35948,-99.06103,Private room,250,2,1,2019-10-01,0.04,1,365,0,
36524150,"Loft amueblado, alberca, gym, restauranes, parque",129338204,Tanya,,Cuajimalpa de Morelos,19.37086,-99.29289,Entire home/apt,990,2,0,,,1,363,0,
36524247,Bonito cuarto en Tlatelolco II,158440508,Mara,,Cuauhtémoc,19.45657,-99.13928,Private room,270,5,3,2020-12-05,0.14,2,145,1,
36524791,Casa Gloria 3,159483952,Gloria,,Álvaro Obregón,19.34178,-99.2054,Private room,400,4,5,2019-12-02,0.20,3,363,0,
36525493,Pent House Espectacular En Reforma...,160176844,Javier J,,Cuauhtémoc,19.43466,-99.15475,Entire home/apt,2514,2,114,2021-07-17,4.21,2,87,29,
36530201,¡Encantadora estancia privada en la Roma!,178645074,Careli,,Cuauhtémoc,19.40521,-99.16333,Entire home/apt,370,1,169,2020-12-05,6.07,2,158,80,
36530637,"Hermoso depto, céntrico, WiFi  *limpieza avanzada*",263536591,Karen,,Álvaro Obregón,19.39065,-99.19079,Entire home/apt,599,1,28,2021-01-08,1.08,1,91,12,
36543612,Rento Semana Gran Mayan Vacaciones Perfectas.,92431725,Manuel,,Benito Juárez,19.39167,-99.16044,Entire home/apt,3990,4,0,,,1,179,0,
36549216,CUARTO AMUEBLADO EXCLUSIVAMENTE SEÑORITAS,261999811,Christian,,Gustavo A. Madero,19.49493,-99.13841,Private room,2800,30,0,,,2,365,0,
36549912,Departamento cerca UNAM y zona de hospitales hab 2,35913205,Adri,,Tlalpan,19.28826,-99.1713,Private room,450,1,10,2021-10-03,0.36,2,318,1,
36550303,Habitación con cama KingSize y Terraza al SurCDMX,229935626,David,,Iztapalapa,19.32191,-99.09915,Private room,250,1,29,2021-10-17,1.09,1,365,7,
36551711,Habitación en excelente ubicación,252650917,Fernando,,Benito Juárez,19.39963,-99.14814,Private room,210,1,0,,,2,365,0,
36552505,Un lugar especial en la Ciudad de México.,174442457,Patricia María,,Cuauhtémoc,19.42816,-99.15351,Entire home/apt,932,240,5,2020-03-04,0.20,1,179,0,
36552779,"""BONITA CASA 3 RECAMARAS SANITIZADA  MASCOTAS SI",31240597,Rosa,,Benito Juárez,19.39447,-99.14341,Entire home/apt,1100,2,13,2021-08-23,1.27,1,343,13,
36553196,Precioso departamento en La Nápoles,17843455,Maya,,Benito Juárez,19.38513,-99.17805,Entire home/apt,750,28,6,2021-10-04,0.24,1,59,1,
36560070,Beautiful apartment in excellent location,60074064,Paola,,Miguel Hidalgo,19.40802,-99.19033,Entire home/apt,706,5,16,2021-07-25,0.68,1,61,9,
36560374,Beautiful apartment with amazing view near Reforma,274839103,Guadalupe,,Cuauhtémoc,19.43116,-99.16195,Entire home/apt,1350,2,13,2021-09-12,0.49,1,152,3,
36560458,Nice Downtown Loft by Alameda,274845171,Simón,,Cuauhtémoc,19.4344,-99.14434,Entire home/apt,791,3,28,2021-10-18,1.01,1,301,11,
36565239,APPARTMENT MEXICO CITY,244139010,Alberto,,Cuauhtémoc,19.42266,-99.13902,Entire home/apt,1085,2,0,,,2,90,0,
36565536,Cuarto económico en la Escandón,73200246,Luis Enrique,,Miguel Hidalgo,19.39975,-99.18549,Private room,400,1,0,,,1,29,0,
36565865,Depa de lujo ubicado en el corazón de Polanco,92359446,Esteban,,Miguel Hidalgo,19.43892,-99.20609,Private room,1110,1,23,2021-05-31,0.82,1,362,1,
36567432,.,101127040,Tania,,Benito Juárez,19.37024,-99.18945,Private room,210,30,0,,,1,365,0,
36568578,WTC Méx. Nápoles departamento para Familias,102255150,Marco Antonio,,Benito Juárez,19.39024,-99.17625,Entire home/apt,646,1,34,2019-10-25,1.25,3,356,11,
36572105,Habitación privada muy cerca de zona rosa.,26079924,Miri,,Cuauhtémoc,19.42911,-99.15462,Private room,255,2,14,2021-07-03,0.55,5,355,10,
36592713,Cómodo y super bien ubicado,275053395,Amparo,,Miguel Hidalgo,19.45723,-99.21316,Entire home/apt,609,1,89,2021-01-04,3.21,1,171,24,
36594802,Disfruta la calidez y ubicación.,156370168,Lorelai,,Miguel Hidalgo,19.44153,-99.18771,Entire home/apt,1600,2,0,,,1,23,0,
36595755,“CARSO-CHIC-NEW-6 PEOPLE WITH CONFORT- POOL & GYM”,23387759,Roberta,,Miguel Hidalgo,19.44239,-99.20229,Entire home/apt,20000,40,1,2019-11-05,0.04,1,319,0,
36596868,La casa de los que se Acomoden,275082834,Ivana,,Tlalpan,19.27414,-99.18639,Private room,241,5,0,,,1,365,0,
36598744,Antigua,26000621,Teru,,Cuajimalpa de Morelos,19.36321,-99.27491,Entire home/apt,700,30,4,2020-10-01,0.16,1,179,0,
36600569,Tamaulipas,22931264,Chio & Alejandro,,Cuauhtémoc,19.41295,-99.17284,Entire home/apt,1600,2,33,2021-08-22,1.23,6,345,12,
36602393,Casa comoda para descansar,178628799,Alan,,Álvaro Obregón,19.36644,-99.19755,Entire home/apt,5327,2,0,,,1,90,0,
36602446,Blue Beach - Beautiful 2 Bedroom in Polanco,227002676,Oasis Collections,,Tláhuac,19.297041,-99.018089,Entire home/apt,1937,6,0,,,17,61,0,
36602924,VH| DEPA c/balcón y 2 Recámaras - Col Juárez | 119,22758914,Raquel,,Cuauhtémoc,19.42529,-99.15668,Entire home/apt,1481,1,96,2021-10-25,3.50,126,344,23,
