id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35797,Villa Dante,153786,Dici,,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,4037,1,0,,,1,363,0,
44616,CONDESA HAUS  B&B,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41162,-99.17794,Entire home/apt,15000,1,50,2021-08-23,3.95,10,350,1,
56074,Great space in historical San Rafael,265650,Maris,,Cuauhtémoc,19.43977,-99.15605,Entire home/apt,600,2,64,2021-09-20,0.54,2,330,8,
58955,Entire beautiful duplex in la Roma,282620,Laura,,Cuauhtémoc,19.42113,-99.15955,Entire home/apt,1554,7,42,2020-01-31,0.80,1,54,0,
67703,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,,Cuauhtémoc,19.41152,-99.16857,Entire home/apt,1917,4,39,2019-02-24,0.32,2,307,0,
70644,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,,Coyoacán,19.35448,-99.16217,Entire home/apt,908,4,105,2021-08-05,1.16,3,107,3,
107078,NEW  DESIGNER LOFT,540705,Andrea,,Miguel Hidalgo,19.43211,-99.19327,Entire home/apt,3795,4,10,2019-06-17,0.15,3,298,0,
131610,MARIA DEL ALMA,647454,Fernando,,Coyoacán,19.35416,-99.16488,Private room,1373,1,0,,,3,23,0,
165772,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Maria Jose,,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,4124,2,273,2021-09-25,2.29,5,282,7,
171109,Cool room near WTC and Metrobus,816295,Carlos,,Benito Juárez,19.39675,-99.17581,Private room,299,4,74,2018-06-03,0.80,2,352,4,
180808,"Huge Luxurious Suite 70's style, perfectly located",36836,Roberto,,Cuauhtémoc,19.4239,-99.1689,Entire home/apt,1479,3,37,2021-06-19,0.73,1,348,2,
187745,Extraordinarily Spacious Apt. in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,1817,2,24,2018-01-03,0.27,3,0,0,
204887,"Traditional neighborhood: Escandón, Condesa & Roma",998053,MaryJo,,Cuauhtémoc,19.4059,-99.17548,Entire home/apt,800,3,26,2020-03-24,0.29,1,346,0,
217685,"Condesa, one of the best zones.",184410,Veronica,,Cuauhtémoc,19.40491,-99.17177,Entire home/apt,707,7,16,2021-10-23,0.20,1,81,8,
245507,TRENDY APARTMENT IN ZONA ROSA!! SUPER LOCATION!!,1288063,Francisco,,Cuauhtémoc,19.4236,-99.16979,Entire home/apt,1283,1,274,2020-09-04,2.51,2,326,2,
247543,"Independent studio, top location",1297488,Petra,,Cuauhtémoc,19.43516,-99.13806,Private room,606,3,80,2018-08-30,0.90,3,314,0,
252618,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,,Cuauhtémoc,19.41472,-99.15602,Private room,298,5,16,2016-05-19,0.16,4,0,0,
255354,Tours in Mexico city,855066,Andrea,,Azcapotzalco,19.49808,-99.19187,Private room,667,1,1,2011-12-14,0.01,1,365,0,
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Maria Jose,,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,3726,2,278,2021-09-18,2.48,5,260,13,
271048,Great location in Mexico City!,1417206,Ma. Carmen,,Miguel Hidalgo,19.42485,-99.17797,Entire home/apt,1874,5,13,2012-03-28,0.14,1,241,0,
276504,High End Condo with golf package,1444589,Michael,,Iztacalco,19.38061,-99.12729,Entire home/apt,2019,7,0,,,1,365,0,
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41108,-99.17634,Hotel room,3072,1,7,2019-04-07,0.10,10,355,0,
287940,Furnished lovely cozy studio,1497087,Penelope,,Cuauhtémoc,19.41241,-99.1753,Entire home/apt,606,1,322,2021-10-04,3.64,10,334,28,
291804,A nice room with great location,1511568,Luis Ernesto,,Benito Juárez,19.36305,-99.15412,Private room,606,2,0,,,1,365,0,
298873,"The ""home"" feeling in Mexico City!",1539548,Paulina,,Cuauhtémoc,19.43358,-99.14452,Entire home/apt,1514,3,120,2019-11-03,1.10,1,267,0,
323030,Comfy in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.41368,-99.17907,Entire home/apt,879,2,181,2021-08-31,1.64,1,319,5,
324769,2Room new apartment in modern complex,1661848,David,,Miguel Hidalgo,19.45906,-99.19071,Entire home/apt,707,5,37,2017-10-31,0.48,1,299,2,
325812,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),,Cuauhtémoc,19.43319,-99.14665,Private room,585,3,107,2019-02-18,1.14,1,360,0,
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,303,2,193,2020-01-14,2.29,2,149,2,
326475,Room in Contemporary chic apartment- Top location,1670032,Maria Isabel,,Cuauhtémoc,19.41444,-99.15734,Private room,590,2,107,2021-08-22,1.37,1,15,13,
329776,Habitación Verde.,1683373,Miguel,,Tlalpan,19.2751,-99.17757,Private room,283,2,15,2017-11-04,0.29,5,363,0,
331788,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,,Cuauhtémoc,19.41975,-99.17341,Entire home/apt,1554,3,337,2020-03-07,3.02,1,27,0,
350079,beautiful furnished room Rome area,1773936,Elizabeth,,Cuauhtémoc,19.40639,-99.16686,Private room,1110,5,0,,,1,365,0,
357324,Recámara luminosa y jardín,1808252,Sara,,Miguel Hidalgo,19.40237,-99.24315,Private room,2019,1,0,,,1,365,0,
362583,Modern 2 Bedroom Apt. Near Reforma,1832239,Maria  & Jennifer,,Cuauhtémoc,19.43165,-99.17132,Entire home/apt,1557,2,24,2021-09-12,0.39,1,318,6,
370092,Condesa Roma WTC Loft,618769,Ricardo,,Cuauhtémoc,19.40213,-99.16924,Entire home/apt,470,1,343,2021-06-11,3.42,2,327,35,
373792,"Great Accommodation in Condesa , modern , secure",1821523,Jorge,,Cuauhtémoc,19.41277,-99.17546,Private room,908,2,12,2017-11-22,0.14,1,352,1,
375032,DISTRITO CONDESA B&B  relax enjoy,1886913,Distrito Condesa,,Cuauhtémoc,19.4075,-99.17561,Private room,2586,1,46,2021-01-31,0.73,11,349,1,
382712,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,,Miguel Hidalgo,19.45684,-99.17179,Private room,700,1,0,,,1,365,0,
395446,Cool apartment with  the Best Roof Top in Condesa,899360,Julian,,Cuauhtémoc,19.41068,-99.17732,Entire home/apt,2523,14,14,2021-10-11,0.16,3,63,2,
419110,Comfy clean Roøm @Cozy apartment,2084312,Sara,,Cuauhtémoc,19.41017,-99.17886,Private room,666,3,53,2019-06-02,0.97,1,88,0,
454077,Explore the City's Historic Center,2256144,Fernanda,,Cuauhtémoc,19.42454,-99.13845,Private room,505,1,2,2014-06-11,0.04,1,365,0,
454693,"Condesa, ideal for tourism or remote work",1601561,Sylvia Eugenia,,Cuauhtémoc,19.40836,-99.1733,Entire home/apt,1431,3,230,2021-09-08,2.07,1,253,10,
456242,Nice and cozy room with terrace!!!!,1767559,Anna,,La Magdalena Contreras,19.33036,-99.21737,Private room,807,3,2,2015-07-08,0.03,2,179,0,
458808,Departamento  Roma Norte- Sanitizado,2281290,Suites,,Cuauhtémoc,19.42675,-99.1613,Entire home/apt,657,1,45,2021-09-17,0.62,46,351,33,
486913,Very spacious  vintage 60´s / San Rafael-Reforma,2409917,Darío,,Cuauhtémoc,19.43898,-99.16142,Entire home/apt,761,2,23,2019-12-02,0.28,3,351,1,
491412,Luxury Room for rent in Santa Fe area México City,2428947,,,Miguel Hidalgo,19.38875,-99.24067,Private room,3000,7,0,,,1,88,0,
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,,Cuauhtémoc,19.43621,-99.13874,Entire home/apt,3774,3,23,2019-12-08,0.24,3,245,0,
501037,The best cheap flat in La Condesa!!,1364145,Humberto,,Cuauhtémoc,19.41578,-99.17425,Entire home/apt,984,5,66,2021-09-18,0.98,2,47,9,
517503,Nice big room near airport,2547499,Irma,,Venustiano Carranza,19.43784,-99.07903,Private room,399,1,176,2021-10-04,4.06,2,353,49,
521867,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,,Álvaro Obregón,19.38552,-99.22276,Private room,505,2,0,,,1,87,0,
527473,Roma Condesa Espectacular Home,158585,Fernando,,Cuauhtémoc,19.41887,-99.17333,Entire home/apt,4109,2,214,2021-10-06,2.83,1,203,43,
544105,"Close to Carso/Antara, cozy place, great location!",2674950,Elizabeth,,Miguel Hidalgo,19.4418,-99.20095,Private room,704,2,30,2021-06-26,0.60,1,73,6,
555663,Great Apartment w/Balcony & Excellent Location!,2732644,Paola,,Cuauhtémoc,19.42924,-99.15699,Entire home/apt,892,2,42,2021-07-18,0.55,1,268,14,
567176,Un descanso en CDMX,2336127,Ana Karen,,Cuauhtémoc,19.45595,-99.15944,Private room,210,7,24,2020-01-18,0.32,1,209,0,
571166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41346,-99.1775,Hotel room,2625,1,1,2019-02-08,0.03,10,239,0,
579534,"""Frida"" beautiful Private Room",1326107,Jacqueline,,Cuauhtémoc,19.41269,-99.15512,Private room,399,5,8,2017-03-02,0.12,4,268,0,
583039,"historic center, balcony overlooking the city 12D",2872228,Bruce,,Cuauhtémoc,19.43374,-99.14616,Entire home/apt,1430,3,53,2021-04-18,0.70,6,214,4,
607833,Apartment close to the Basílica.,1849414,Omar,,Gustavo A. Madero,19.48321,-99.11241,Private room,404,3,6,2014-07-22,0.08,1,82,0,
608312,Trendy Condesa nice room for rent..,1969996,Gloria,,Cuauhtémoc,19.40711,-99.17567,Private room,828,2,28,2018-06-22,0.31,3,299,0,
609012,Beautiful appartement on Reforma,2944126,Dacio,,Cuauhtémoc,19.43221,-99.15708,Entire home/apt,1514,4,24,2020-03-30,0.22,1,331,0,
609594,House in Xochimilco,2223274,Luis,,Xochimilco,19.26541,-99.11365,Entire home/apt,606,21,12,2018-01-25,0.21,1,340,0,
613181,90m2 / Mexico City's Hist. downtown,3040937,Jano,,Cuauhtémoc,19.43826,-99.1366,Entire home/apt,1383,3,174,2021-06-26,1.60,2,326,8,
617137,Apt near Mexico City's downtown,3059169,Andoni,,Cuauhtémoc,19.44614,-99.15868,Shared room,2019,1,0,,,1,365,0,
640803,"Juan O'Gorman House - Studio,",3200155,Paulina,,Álvaro Obregón,19.35106,-99.19789,Entire home/apt,6621,4,22,2017-05-19,0.20,2,271,0,
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.41499,-99.18215,Entire home/apt,6035,6,90,2021-04-04,1.75,2,306,1,
654040,Private room in nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44232,-99.18332,Private room,585,3,1,2016-08-03,0.02,2,365,0,
654106,1 private room in a nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44216,-99.18382,Private room,585,5,1,2013-12-21,0.01,2,365,0,
655422,"Comfortable and luminous house, 3 levels, 1-10 prs",3299226,Carlos,,Venustiano Carranza,19.41417,-99.11566,Entire home/apt,1528,2,73,2020-02-10,0.90,1,294,7,
691019,Modern Complex in Historic District⭐️,3531879,Gonzalo & Sandra,,Cuauhtémoc,19.43048,-99.14461,Entire home/apt,1280,30,255,2021-09-28,2.36,3,258,7,
696031,Simple y Práctico a 2 cuadras de Polanco,3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,1211,30,145,2019-08-03,1.39,3,330,1,
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1413,24,35,2017-12-22,0.34,3,351,0,
712611,New Home sweet Home Roma/Condesa,3648353,Eduardo,,Cuauhtémoc,19.41046,-99.16409,Entire home/apt,908,3,170,2020-01-21,1.96,1,8,1,
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,Abraham,,Cuauhtémoc,19.44222,-99.14461,Entire home/apt,2826,1,107,2021-08-17,1.06,6,325,8,
729898,HEART OF CONDESA  ART DECO BUILDING,1288063,Francisco,,Cuauhtémoc,19.41226,-99.16594,Entire home/apt,1338,1,312,2021-10-07,3.02,2,153,31,
736107,Best Location at La Roma-Condesa,3800330,Yas,,Cuauhtémoc,19.42455,-99.15431,Entire home/apt,1171,3,253,2019-09-11,2.68,1,353,0,
737328,Business Suite BEIGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Hotel room,1110,2,22,2019-12-29,0.24,10,298,1,
741557,Business Suite ORANGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Entire home/apt,1399,2,6,2015-06-09,0.13,10,359,0,
757338,"5 rooms common areas, private residence",3991683,Leonora,,Coyoacán,19.3454,-99.16951,Hotel room,3209,3,32,2020-01-01,0.58,2,363,0,
758602,In the best location in Mexico,3996052,Ivonne,,Benito Juárez,19.37696,-99.18097,Private room,700,1,0,,,1,362,0,
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,,Cuauhtémoc,19.40891,-99.16083,Private room,807,1,5,2016-01-30,0.05,1,364,0,
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,Rosa Maria,,Coyoacán,19.34419,-99.16083,Entire home/apt,908,3,12,2017-07-03,0.14,3,268,0,
783080,Nice quiet room in a lovely house!!,1767559,Anna,,La Magdalena Contreras,19.33009,-99.21418,Private room,606,1,1,2015-06-26,0.01,2,129,0,
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,,Cuajimalpa de Morelos,19.35379,-99.28459,Private room,500,2,27,2018-12-16,0.31,2,362,0,
796477,Classic but Modern Apartment in Condesa,4195771,Jair,,Cuauhtémoc,19.41824,-99.1756,Private room,606,3,141,2020-09-24,1.73,1,355,2,
817291,Live Mexico City Like a Small Town,4017148,Alberto & Lu,,Benito Juárez,19.38468,-99.17708,Entire home/apt,986,4,60,2018-02-22,0.56,1,205,0,
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,,Miguel Hidalgo,19.40243,-99.17828,Entire home/apt,1341,4,49,2021-08-16,0.57,1,352,1,
824016,Suite 5 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,30,46,2019-11-07,0.55,6,298,0,
826691,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,850,180,18,2017-09-27,0.21,6,329,0,
826760,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,971,4,17,2019-02-15,0.25,6,298,0,
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,,Coyoacán,19.34183,-99.15533,Entire home/apt,606,1,25,2018-04-17,0.41,1,284,0,
832805,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,Abraham,,Cuauhtémoc,19.44262,-99.14566,Private room,444,1,123,2019-11-07,1.23,6,346,0,
844818,Well located on calm neighborhood,4410326,Fernando,,Benito Juárez,19.38336,-99.18197,Private room,460,2,8,2013-03-11,0.07,1,269,0,
852135,Half a block from the U.S Embassy,2239368,Cahir,,Cuauhtémoc,19.43136,-99.16855,Private room,1390,2,1,2014-04-15,0.01,1,365,0,
858277,"Beautiful, Big apartment, Condesa,",3200155,Paulina,,Cuauhtémoc,19.41319,-99.1758,Entire home/apt,1917,2,136,2020-02-17,1.29,2,141,0,
865012,Business Suite RED near Reforma Av.,3850198,Hermann,,Cuauhtémoc,19.43078,-99.17011,Hotel room,1110,2,30,2018-03-17,0.38,10,342,0,
865070,"Lovely comfortable room facing garden, Alcatraz",3991683,Leonora,,Coyoacán,19.34424,-99.17095,Hotel room,606,3,9,2019-11-17,0.33,2,359,1,
868843,Business Suite PURPLE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43068,-99.17007,Hotel room,1355,2,35,2020-11-30,0.46,10,356,1,
868986,Business Suite BLUE near Reforma Av,3850198,Hermann,,Cuauhtémoc,19.4306,-99.17074,Entire home/apt,1355,2,18,2019-12-30,0.38,10,351,2,
869063,Business Suite BLACK near Reforma,3850198,Hermann,,Cuauhtémoc,19.43052,-99.17003,Hotel room,1009,2,18,2020-02-17,0.25,10,298,0,
883511,Cozy House with Roofterrace group 29 pax Center DF,3777702,Abraham,,Cuauhtémoc,19.44207,-99.14797,Entire home/apt,2826,1,192,2021-10-09,1.92,6,325,25,
898633,"1 bedroom apt BEST location, BALCONY, ROOFTOP 50Mb",4796027,Marco,,Cuauhtémoc,19.42063,-99.16586,Entire home/apt,1494,30,49,2019-09-20,0.47,2,331,1,
913084,15 blocks from Paseo de la Reforma,4647293,Martina,,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,781,2,119,2021-07-15,1.16,2,339,7,
931771,"Room in Mexico City, Coyoacan.",5019262,Bruni,,Coyoacán,19.3275,-99.14288,Private room,283,1,2,2019-07-03,0.07,1,365,0,
939721,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,,Cuauhtémoc,19.42288,-99.15488,Entire home/apt,1554,3,424,2021-10-14,4.84,4,313,25,
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,Cuauhtémoc,19.41434,-99.15857,Entire home/apt,1528,2,377,2021-10-09,3.82,1,215,38,
1007174,Private en suite in City house,5540061,Julian,,Cuauhtémoc,19.43817,-99.15466,Private room,807,3,9,2015-11-02,0.11,1,364,0,
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,Rosa María,,Álvaro Obregón,19.34406,-99.19413,Entire home/apt,6258,7,16,2021-09-03,0.17,1,270,1,
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,283,2,47,2020-01-25,0.48,2,118,1,
1019309,"Polanco, Plaza Carso, HBO/55 mb internet/pool/gym",3151394,Monica,,Miguel Hidalgo,19.44325,-99.20191,Entire home/apt,2034,2,71,2020-02-18,0.87,2,168,4,
1022380,Feel the Magic of Mexico City from this Duplex Loft,421282008,Sebastián,,Cuauhtémoc,19.43271,-99.13857,Entire home/apt,1298,1,290,2021-08-18,3.40,6,300,6,
1051636,Chilango chic: room in cozy apartment Condesa DF,1809694,Deborah,,Cuauhtémoc,19.40592,-99.1691,Private room,787,2,23,2018-11-06,0.23,1,262,0,
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Héctor,,Coyoacán,19.35445,-99.16251,Private room,1500,1,143,2018-08-27,1.48,5,355,0,
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30523,-99.18356,Private room,450,1,26,2015-11-01,0.31,1,354,0,
1107979,Bedroom for rent,6083480,Juan Carlos,,Iztapalapa,19.32227,-99.09046,Private room,305,1,1,2017-02-25,0.02,1,365,0,
1130658,"Comfort, convenience & security, all in one place",333131090,Octavio David,,Benito Juárez,19.36809,-99.17821,Entire home/apt,890,2,22,2021-08-27,0.23,1,348,8,
1135302,"Location & security, double bedroom apartment",6203086,Jose,,Benito Juárez,19.36613,-99.17831,Private room,450,2,8,2018-06-04,0.11,3,352,1,
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.35164,-99.15289,Entire home/apt,4946,10,6,2017-12-30,0.11,3,174,0,
1167552,"Cuarto Amplio con Estudio, Roma DF.",6393641,José,,Cuauhtémoc,19.41317,-99.15735,Private room,565,3,110,2021-10-17,1.39,1,51,8,
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39129,-99.1888,Private room,424,3,17,2016-04-11,0.20,2,360,0,
1187817,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,120,50,2018-11-24,0.50,6,364,0,
1208312,"Private Room & Terrace in La Condesa, Mexico City",6598890,Mng,,Cuauhtémoc,19.40623,-99.17324,Private room,700,2,1,2017-11-15,0.02,1,88,0,
1211383,Room & bathroom in great house!,212109,Trisha,,Coyoacán,19.355,-99.16181,Private room,1009,5,20,2020-02-28,0.31,3,177,0,
1226234,Cosy apartment in Polanco near park,6688806,Anne,,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,1827,7,22,2018-05-01,0.31,1,24,1,
1270360,Private Room in luxury apartment,5372541,Pablo,,Cuajimalpa de Morelos,19.35079,-99.29575,Private room,400,1,1,2021-08-31,0.52,1,24,1,
1283294,❤️🌈 50%Off 150 mbps Reforma Front US Embassy Gym,5755202,Andres,,Cuauhtémoc,19.42801,-99.16467,Entire home/apt,3777,1,128,2021-09-18,1.35,41,82,14,
1286695,"Comfortable, beautiful and convenient pied à terre",6998716,Maria,,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,975,4,22,2021-06-04,0.37,1,290,4,
1288566,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3515,4,53,2021-10-16,0.77,3,298,18,
1309198,¡ Hermosa habitación en la Ciudad de México !,7116734,Mafer,,Coyoacán,19.34356,-99.1286,Private room,300,3,1,2018-08-10,0.03,4,240,0,
1323378,Apt in perfect location WTC/Condesa ¡Welcome!,1989370,Oscar,,Benito Juárez,19.39084,-99.16981,Entire home/apt,920,5,9,2014-01-05,0.27,1,253,0,
1324525,Comfortable stay at sunny flat,7189850,Monica,,Benito Juárez,19.38366,-99.16569,Private room,500,1,3,2015-12-24,0.04,1,363,0,
1335688,Big Room private bathroom & balcony,7242746,Eduardo,,Álvaro Obregón,19.361,-99.19862,Private room,600,1,45,2019-12-25,0.49,1,284,0,
1344188,WTC Panoramic Penthouse room w/own bath,7271395,Miguel Angel,,Benito Juárez,19.39219,-99.17705,Private room,1054,3,213,2019-04-10,2.27,1,30,0,
1363110,"Hermosa recámara, cerca La Condesa",6409883,Pato,,Benito Juárez,19.39165,-99.18885,Private room,424,3,26,2014-11-23,0.27,2,360,0,
1369572,"Cozy, chic & peaceful  apartment.",7427682,Julia,,Benito Juárez,19.38148,-99.18216,Private room,600,3,0,,,1,364,0,
1378164,Prívate apartment next to public transport,2492211,Daniel,,Benito Juárez,19.39829,-99.13817,Entire home/apt,429,20,35,2020-09-19,0.93,1,149,4,
1380783,Chic Room in Luxury Polanco,7477163,Rodrigo,,Miguel Hidalgo,19.42903,-99.19238,Private room,1716,2,116,2019-05-29,1.26,1,363,0,
1403168,Habitación disponible,7569372,Paola,,Miguel Hidalgo,19.40288,-99.17884,Private room,669,2,1,2020-02-26,0.05,1,365,0,
1403218,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,,Cuauhtémoc,19.44324,-99.14649,Private room,2826,1,162,2020-06-14,1.74,6,343,1,
1404363,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.38015,-99.17402,Entire home/apt,902,3,118,2021-01-05,1.21,2,252,14,
1411454,Modern Suite in Roma Mansion,7609684,Juan Carlos,,Cuauhtémoc,19.41701,-99.1658,Entire home/apt,1429,3,267,2021-08-13,2.79,3,97,15,
1412623,HABITACIÓN en la mejor ubicación de REFORMA,7615420,Benjamin,,Cuauhtémoc,19.43047,-99.16267,Private room,297,1,121,2021-06-18,2.84,2,61,44,
1429120,Great location & security single bedroom Apartment,6203086,Jose,,Benito Juárez,19.36926,-99.1804,Private room,320,2,23,2018-05-31,0.24,3,352,1,
1441365,Fancy Furnished Apartment & Great Location,7738527,Viridiana,,Cuauhtémoc,19.42029,-99.17323,Entire home/apt,1514,4,84,2021-07-12,0.90,2,352,7,
1455119,Quiet and beautiful room Xochimilco,3941419,Luis Mario,,Xochimilco,19.27306,-99.12111,Private room,820,1,0,,,1,365,0,
1462549,Charming loft near Reforma Ave.,7838265,Ernesto,,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,1478,5,68,2021-08-27,0.72,10,56,8,
1476127,Habitación  Frida - design penthouse CDMX-100Mbps,7900007,Leti Y Richard,,Benito Juárez,19.38021,-99.16878,Private room,800,1,172,2021-07-24,1.90,2,350,13,
1483498,"Sunny, Peaceful & Beauty  Apt / 2rooms 1.5 baths",7936694,Luz,,Cuauhtémoc,19.4144,-99.17742,Entire home/apt,871,2,195,2021-09-22,1.97,1,62,5,
1483664,Short/Long Term near Coyoacan&Cntr Nat delas Artes,6373011,La Casita DF,,Iztapalapa,19.35796,-99.12219,Private room,606,30,3,2018-10-29,0.07,2,365,0,
1511307,PASEO DE LA REFORMA&GYM&FREEPOOL,110218260,Elizabeth,,Cuauhtémoc,19.43335,-99.15476,Entire home/apt,1419,2,313,2021-10-08,3.29,2,351,20,
1514815,Comfy double room w/full breakfast!!!,8069764,Pico,,Cuauhtémoc,19.42444,-99.15452,Private room,950,1,13,2019-06-22,0.21,6,359,0,
1547284,SUPER CLEAN great sunny apartment in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.37845,-99.17221,Entire home/apt,857,1,48,2021-05-14,0.52,2,340,6,
1555819,New Suite in Vintage Home in Roma/Condesa,8282570,Thomas,,Cuauhtémoc,19.41709,-99.16603,Entire home/apt,1593,3,263,2021-10-11,2.66,3,140,18,
1565220,Descansa en la Suite de la Abuelita San Angel CDMX,2518152,Martha Y Pancho,,Álvaro Obregón,19.34735,-99.19016,Hotel room,2900,1,23,2018-02-15,0.33,7,365,0,
1627630,Recline on the Terrace of this 1920s Art Nouveau Mansion,8282570,Thomas,,Cuauhtémoc,19.41501,-99.16565,Entire home/apt,1621,3,247,2021-09-05,2.51,3,124,21,
1644188,Fabulous Apt heart of Polanco!,8714971,Sandra,,Miguel Hidalgo,19.43058,-99.19184,Entire home/apt,2523,7,11,2015-06-29,0.12,1,352,0,
1656382,Habitación individual c baño propio,796221,Karla,,Cuauhtémoc,19.41095,-99.18215,Private room,1292,1,0,,,1,365,0,
1662282,Roma Norte apt. sleeps 2 (-4),4378849,Gregor,,Cuauhtémoc,19.4154,-99.15701,Entire home/apt,1211,10,51,2021-08-05,0.52,1,279,3,
1676923,Two Floor apartment in Porfirian Town House,18979393,Eva,,Cuauhtémoc,19.41919,-99.15894,Entire home/apt,1716,2,231,2021-10-24,2.73,1,284,36,
1689161,"Cozy apartment in Condesa, Mexico",8879557,Ana & Javier,,Cuauhtémoc,19.41147,-99.17284,Entire home/apt,908,2,107,2021-09-02,1.17,1,273,4,
1727725,"Descansa en la suite del geógrafo, San Angel CDMX",2518152,Martha Y Pancho,,Álvaro Obregón,19.34923,-99.19307,Private room,2200,1,31,2019-10-13,0.37,7,332,0,
1732906,Cuarto amplio frente WTC-Pepsi Center Cdmx Nápoles,9129826,María,,Benito Juárez,19.394831,-99.175827,Private room,459,1,11,2021-10-24,10.31,2,73,11,
1736063,"Cómodo Estudio del Botánico, San Angel CDMX",2518152,Martha Y Pancho,,Álvaro Obregón,19.34723,-99.19396,Hotel room,1800,1,34,2018-07-01,0.36,7,284,0,
1768385,Amazing location /  Behind Hilton Hotel,1004821,Angela,,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1240,2,240,2021-10-05,2.54,9,145,62,
1780789,Centric Spacious Home @ La Condesa,4523316,Alicia,,Cuauhtémoc,19.40911,-99.16763,Private room,646,3,16,2017-04-19,0.17,1,331,0,
1797749,40's Apartment downtown Mexico City,1498570,Manuel,,Cuauhtémoc,19.41143,-99.16533,Entire home/apt,1760,2,72,2021-06-22,0.76,1,335,4,
